Mod,Plot,Type,Distance,Side,UniqueID,Altitude,Decl1,Decl2,Decl3,Decl4,Aspecto,Prof1,Prof2,Prof3,Prof4,Rocha1,Rocha2,Rocha3,Rocha4,Solo1,Solo2,Solo3,Solo4,Biom1,Biom2,Biom3,Biom4,Serra1,Serra2,Serra3,Serra4,esp_serra1,esp_serra2,esp_serra3,esp_serra4,grimpa1,grimpa2,grimpa3,grimpa4,hmax,dossel,agua,Gado,Veg,Fogo,tipo.veg,obs,obs2,data
1,M01T02,Terrestre,225,J,TN1500_225_J,1459,15,15,15,15,70,20,20,20,20,0,5,0,20,5,15,10,10,95,80,90,70,0,0,0,0,0,0,0,0,5,5,10,10,10,48.2746875,,,Araucaria angustifolia,,FOM-CAMPO,,,
1,M01T02,Terrestre,25,M,TN1500_25_M,1459,9.5,9.5,9.5,9.5,70,21.1,21.1,21.1,21.1,0,0,0,30,95,98,92,68,0,0,0,0,5,2,8,2,0.1,0.1,0.2,0.1,0,0,0,0,3,97.1215625,,,Baccharis uncinella,Fogo,FOM-CAMPO,,,
1,M01T02,Terrestre,75,M,TN1500_75_M,1459,17.5,17.5,17.5,17.5,70,19,19,19,19,70,10,50,80,0,0,0,0,0,5,5,0,30,85,45,20,2.3,1.5,3.3,3,0,0,0,0,4,81.98395833,,,Baccharis uncinella,Fogo,FOM-CAMPO,,,
1,M01T02,Terrestre,125,M,TN1500_125_M,1459,6,6,6,6,70,30,30,30,30,0,15,0,0,0,0,0,0,50,50,85,90,50,35,15,10,1.7,2.5,2.5,0.9,0,0,0,0,5,45.3034375,,,,,FOM-CAMPO,,,
1,M01T02,Terrestre,175,M,TN1500_175_M,1459,7,7,7,7,70,51,51,51,51,0,0,0,3,0,0,0,0,30,30,20,40,70,70,80,57,3,3.1,3.5,2.2,0,0,20,0,5,48.5775,,,Eupatorium spp,,FOM-CAMPO,,,
1,M01T02,Terrestre,225,M,TN1500_225_M,1459,1,1,1,1,70,51,51,51,51,0,0,0,0,0,0,5,5,60,80,90,70,40,20,5,25,4,5.5,2,2,0,0,5,5,4,85.10072917,,,Eupatorium spp,,FOM-CAMPO,,,
1,M01T03,Terrestre,25,J,TN2500_25_J,1453,20,20,20,20,250,51,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,46,40,15,30,0,0,0,0,3,24.27552083,,,Dicksonia sellowiana,,FOM,,,
1,M01T03,Terrestre,75,J,TN2500_75_J,1453,33,33,33,33,250,51,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,48,35,41,50,0,0,0,0,9,22.664375,,,Dicksonia sellowiana,,FOM,,,
1,M01T03,Terrestre,125,J,TN2500_125_J,1453,45,45,45,45,250,45,45,45,45,10,0,0,0,0,0,0,0,0,0,0,0,90,100,100,100,15,15,29,20,20,15,8,5,16,5.891458333,,,Dicksonia sellowiana,,FOM,,,
1,M01T03,Terrestre,175,J,TN2500_175_J,1453,16.5,16.5,16.5,16.5,300,51,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,10,7.5,7,19,0,0,0,0,8,19.6353125,,,Dicksonia sellowiana,,FOM,,,
1,M01T03,Terrestre,225,J,TN2500_225_J,1453,24.5,24.5,24.5,24.5,310,40,40,40,40,100,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,0,7.5,7.6,14.4,0,0,0,0,8.5,22.54479167,,,Dicksonia sellowiana,,FOM,,,
1,M01T03,Terrestre,25,M,TN2500_25_M,1453,37,37,37,37,280,51,51,51,51,0,0,15,5,3,5,20,10,0,0,0,0,97,95,65,85,3,7,6,5,3,5,20,10,14,23.90395833,,,Dicksonia sellowiana,,FOM,,,
1,M01T03,Terrestre,75,M,TN2500_75_M,1453,33,33,33,33,250,51,51,51,51,0,0,0,0,30,12,0,0,5,8,20,0,65,80,80,100,4,4,9,13,0,0,0,0,2.5,39.8165625,,,Dicksonia sellowiana,,FOM,,,
1,M01T03,Terrestre,125,M,TN2500_125_M,1453,40,40,40,40,240,45,45,45,45,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,36,25,30,45,0,0,0,0,5.5,6.831666667,,,Dicksonia sellowiana,,FOM,,,
1,M01T03,Terrestre,175,M,TN2500_175_M,1453,31,31,31,31,300,51,51,51,51,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,24,20,16,13,0,0,0,0,13,8.9709375,,,Dicksonia sellowiana,,FOM,,,
1,M01T03,Terrestre,225,M,TN2500_225_M,1453,16.9,16.9,16.9,16.9,320,30,30,30,30,0,5,0,0,10,60,15,25,0,0,5,5,90,35,80,70,3,5,5,3,2,60,15,25,11,35.61041667,,,Dicksonia sellowiana + Araucaria angustifolia,,FOM,,,
1,M01T04,Terrestre,25,J,TN3500_25_J,1592,25,10,26,17,229,18,40,35,10,0,0,0,0,5,0,5,0,0,5,5,2,95,95,90,98,2,1.5,2.3,2.6,0,0,0,0,7,16.93135417,,,,,FOM,,,2/20/2020
1,M01T04,Terrestre,75,J,TN3500_75_J,1592,16,13,13,14,197,51,20,45,51,0,0,0,0,0,0,0,0,80,90,80,65,20,10,20,35,1.3,2,5,4,20,0,5,10,10,17.11458333,,,,,FOM,,,2/20/2020
1,M01T04,Terrestre,125,J,TN3500_125_J,1592,12,22,26,14,272,40,30,40,51,0,0,60,0,0,0,0,0,5,2,0,5,95,98,40,95,7.5,5,4.5,6,45,10,5,30,13,10.2959375,,,,,FOM,,,2/20/2020
1,M01T04,Terrestre,175,J,TN3500_175_J,1592,18,18,16,18,241,51,51,31,51,0,0,0,0,0,0,0,0,8,5,2,0,92,95,98,100,2.5,2,2,2.2,10,15,10,10,11,13.65322917,,,,,FOM,,,2/20/2020
1,M01T04,Terrestre,225,J,TN3500_225_J,1592,23,15,21,13,241,51,22,40,30,0,0,0,0,0,0,0,0,50,5,5,0,50,95,95,100,2,1.7,3.5,1.5,0,0,0,0,7,18.57239583,,,,,FOM,,,2/20/2020
1,M01T04,Terrestre,25,M,TN3500_25_M,1592,15,12,16,10,200,21,22,17,25,0,0,0,0,1,0,0,0,50,60,40,40,49,40,60,60,2.8,3.3,4.6,4,0,0,0,0,8,30.4171875,,,,,FOM,,,2/20/2020
1,M01T04,Terrestre,75,M,TN3500_75_M,1592,9,12,19,20,208,51,51,51,51,0,0,0,0,5,0,2,2,70,40,30,40,25,60,68,58,2.4,2.2,2,2.6,0,0,0,0,9,24.39447917,,,,,FOM,,,2/20/2020
1,M01T04,Terrestre,125,M,TN3500_125_M,1592,26,10,2,17,273,35,20,30,30,0,0,0,0,0,0,0,0,10,5,2,2,90,95,98,98,5,11,6.1,3,15,20,25,25,12,11.511875,,,,,FOM,,,2/20/2020
1,M01T04,Terrestre,175,M,TN3500_175_M,1592,23,23,20,30,275,51,20,30,25,0,0,0,0,0,0,0,0,2,0,0,5,98,100,100,95,6.5,5,4,6,0,0,0,0,8,28.87197917,,,,,FOM,,,2/20/2020
1,M01T04,Terrestre,225,M,TN3500_225_M,1592,10,8,10,23,240,40,51,40,51,0,0,0,0,0,0,0,0,5,5,10,10,95,95,90,90,3.4,4.4,4.2,3.5,50,60,20,25,11,10.569375,,,,,FOM,,,2/20/2020
1,M01T04,Terrestre,25,J,TN3500_25_J,1592,18,13.5,28,22,190,11,11,15,20,0,0,0,0,0,0,0,0,5,3,9,15,95,97,91,85,2,1.6,1,2.5,0,0,0,0,10,16.93135417,,,Myrceugenia glauscescens + Dicksonia sellowiana (baixo),,FOM,,,11/13/2020
1,M01T04,Terrestre,75,J,TN3500_75_J,1592,12.8,12.8,12.8,12.8,250,51,40,41,51,0,0,0,0,0,0,0,0,6,1,1,2,94,99,99,98,1.5,4.2,5.5,3,0,0,5,2,10,17.11458333,,,Myrceugenia glauscescens + Dicksonia sellowiana (baixo),,FOM,,,11/13/2020
1,M01T04,Terrestre,125,J,TN3500_125_J,1592,14,15,20,8,240,40,45,40,38,0,0,0,0,0,0,0,0,1,3,3,2,99,97,97,98,2.5,4.6,3,5,5,3,40,8,16,10.2959375,,,Dicksonia sellowiana (pequena) + Drimys angustifolia + Mnyrceugenia glauscescens,,FOM,,,11/13/2020
1,M01T04,Terrestre,175,J,TN3500_175_J,1592,14,15.2,15,16,260,40,45,40,43,0,0,0,0,0,0,0,0,5,8,5,2,95,92,95,98,2,1,2.5,3,8,20,20,20,17,13.65322917,,Sim,Myrceugenia spp. + Dicksonia sellowiana (baixo),,FOM,,,11/13/2020
1,M01T04,Terrestre,225,J,TN3500_225_J,1592,14,10,8.8,13.4,270,40,40,35,40,0,0,0,0,0,0,0,0,5,8,1,1,95,92,99,99,2.5,2,2.5,4.5,0,0,0,0,11,18.57239583,,,Myrceugenia glauscescens + Dicksonia sellowiana (baixo),,FOM,,,11/13/2020
1,M01T04,Terrestre,25,M,TN3500_25_M,1592,21,16.8,24,18,200,18,25,30,18,0,0,0,0,0,0,0,0,6,10,5,5,94,90,95,95,2,3,2,2.5,0,0,0,0,10,30.4171875,,,Dicksonia sellowiana (pequena) + Drimys angustifolia + Mnyrceugenia glauscescens,,FOM,,,11/13/2020
1,M01T04,Terrestre,75,M,TN3500_75_M,1592,12,12,12,12,210,18,51,51,45,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,4,3,5,7,0,0,0,0,11,24.39447917,,,Dicksonia sellowiana (baixo) + Drimys angustifolia,,FOM,,,11/13/2020
1,M01T04,Terrestre,125,M,TN3500_125_M,1592,7,6,16,19,280,30,20,31,13,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,5,8.5,8,5,70,60,80,8,15,11.511875,,,Dicksonia sellowiana (baixo) + Drimys angustifolia,,FOM,,,11/13/2020
1,M01T04,Terrestre,175,M,TN3500_175_M,1592,12,18,16.3,11.4,255,16,23,29,40,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,5.1,4.1,6,4.5,0,0,0,0,11,28.87197917,,,Dicksonia sellowiana (baixo),,FOM,,,11/13/2020
1,M01T04,Terrestre,225,M,TN3500_225_M,1592,20,15,13,18,250,32,35,35,35,0,0,0,0,0,0,0,0,5,8,5,2,95,92,95,98,4.6,3.2,7,2.5,15,35,50,60,18,10.569375,,,Myrceugenia glauscescens + Dicksonia sellowiana (baixo),,FOM,,,11/13/2020
1,M01T05,Terrestre,25,J,TN4500_25_J,1528,17,16,4,0.5,350,1,8,7,9,50,15,15,5,0,0,0,0,10,0,5,1,40,85,80,94,3,2,3,3,5,70,20,40,10,32.8725,,,,,FOM-CAMPO,,,10/31/2020
1,M01T05,Terrestre,75,J,TN4500_75_J,1528,2,2,1.5,1.5,348,25,30,25,25,0,0,0,0,0,0,0,0,3,5,2,1,97,95,98,99,1.2,5,4,4,20,50,45,55,11,28.60479167,,,Dysinaphya multicrenulata,,FOM-CAMPO,,,10/31/2020
1,M01T05,Terrestre,125,J,TN4500_125_J,1528,1.8,1.8,1.8,1.8,350,51,51,51,51,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,Banhado,,FOM-CAMPO,Alt campo:50 cm,banhado,10/31/2020
1,M01T05,Terrestre,175,J,TN4500_175_J,1528,3,3,3,3,350,5,4,15,10,20,15,0,25,65,60,5,70,15,25,95,5,0,0,0,0,0,0,0,0,0,0,0,0,5,88.46041667,100,,,,FOM-CAMPO,,,10/31/2020
1,M01T05,Terrestre,225,J,TN4500_225_J,1528,34,18,24,33.9,30,11,30,16,35,35,5,0,5,0,0,10,10,0,0,0,0,65,95,90,85,5,7,6,3,40,35,70,10,13,15.538125,,,Cara,,FOM-CAMPO,200-230 javali,,10/31/2020
1,M01T05,Terrestre,25,M,TN4500_25_M,1528,3,3,3,3,20,6,10,15,13,60,0,0,0,0,0,0,0,40,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,Dysinaphya multicrenulata,,FOM-CAMPO,banhado,alt campo: 13cm,10/31/2020
1,M01T05,Terrestre,75,M,TN4500_75_M,1528,5,5,5,5,348,20,20,30,20,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,3,79.50291667,,,Dysinaphya multicrenulata,,FOM-CAMPO,borda banhado,alt campo 30 cm,10/31/2020
1,M01T05,Terrestre,125,M,TN4500_125_M,1528,1.8,1.8,1.8,1.8,360,51,51,51,51,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,banhado,,FOM-CAMPO,,,10/31/2020
1,M01T05,Terrestre,175,M,TN4500_175_M,1528,4,4,4,4,15,51,51,51,51,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,,banhado,,FOM-CAMPO,,,10/31/2020
1,M01T05,Terrestre,225,M,TN4500_225_M,1528,6,1,0.5,3.7,48,29,30,18,36,0,0,0,0,0,0,0,0,8,80,10,2,92,20,90,98,4,1,3,2.4,0,0,0,0,4.5,89.26020833,,Sim,Dysinaphya multicrenulata,,FOM-CAMPO,,,10/31/2020
1,M01T06,Terrestre,25,J,TS500_25_J,1500,28.5,23,6,3,25,5,9,5,23,15,60,6,0,77,32,82,92,8,8,12,8,0,0,0,0,0,0,0,0,0,0,0,0,2,99.0875,,,Campo + Bacharis uncinella (queimado),Sim,CAMPO,,,
1,M01T06,Terrestre,75,J,TS500_75_J,1500,6.5,1,3,3,40,13,25,23,27,0,22,6,15,32,73,79,45,8,5,15,40,60,0,0,0,3,0,0,0,0,0,0,0,2,100,,,Campo + Bacharis uncinella (queimado),Sim,CAMPO,Valeta nesse ponto,,
1,M01T06,Terrestre,125,J,TS500_125_J,1500,4,4,4,4,305,33,34,29,24,0,0,0,0,0,0,0,0,45,15,10,10,55,85,90,90,0.4,0.5,1.2,1,0,0,0,0,3,97.64291667,,,Campo + Bacharis uncinella (queimado),Sim,CAMPO,Gado em toda parcela,,
1,M01T06,Terrestre,175,J,TS500_175_J,1500,4,3,1.5,0.5,42,21,14,31,5,0,0,50,80,0,0,0,0,8,10,15,6,92,90,35,14,0.5,2,0.3,0.5,0,0,0,0,2.5,77.2871875,,,Campo + Bacharis uncinella (queimado),Sim,CAMPO,,,
1,M01T06,Terrestre,225,J,TS500_225_J,1500,23,23,23,23,66,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,100,,,Baccharis uncinella,,CAMPO,,,
1,M01T06,Terrestre,25,M,TS500_25_M,1500,18.8,2,6.7,8.6,25,51,51,51,51,0,0,0,0,0,8,10,10,0.5,3,1,3,99.5,89,89,87,2.5,3,1,0.5,0,0,0,0.5,4,96.836875,,Sim,Campo + Bacharis uncinella (queimado),Sim,CAMPO,,,
1,M01T06,Terrestre,75,M,TS500_75_M,1500,14,3,6.5,9,48,38,49,38,25,0,0,0,0,0,25,75,60,10,60,20,30,90,15,5,10,1.6,1.4,0.5,2.2,0,0,0,0,2,100,,,Campo + Bacharis uncinella (queimado),Sim,CAMPO,,,
1,M01T06,Terrestre,125,M,TS500_125_M,1500,7,1.5,8.4,3.5,20,40,40,40,40,0,0,0,0,0,0,0,0,25,8,7,4,75,92,93,96,1.2,1.5,1.1,1.5,0,0,0,0,2.5,86.2225,,,Campo + Bacharis uncinella (queimado),Sim,CAMPO,,,
1,M01T06,Terrestre,175,M,TS500_175_M,1500,3,1.5,6,4,340,51,51,51,51,0,0,0,0,0,0,0,0,4,4,5,8,96,96,95,92,1.5,2.5,1,1.5,0,0,0,0,2,93.798125,,Sim,Campo + Bacharis uncinella (queimado),Sim,CAMPO,,,
1,M01T06,Terrestre,225,M,TS500_225_M,1500,10,8,10,13,44,32,29,34,32,0,0,0,0,20,0,0,0,2,1,2,6,78,99,98,94,0.5,0.4,1.5,1,0,6,0,0,12,51.5171875,,,"Araucaria angustifolia + Vernonanthura sp. (arbusto, prov montevidensis)",,CAMPO,,,
1,M01T07,Terrestre,25,J,TS1500_25_J,1553,36.8,36.8,36.8,36.8,320,25,25,25,25,0,0,0,0,0,0,0,0,3,3,5,2,97,97,95,98,2,3,5,3,3,5,10,15,13,19.78604167,,,,,FOM,,,
1,M01T07,Terrestre,75,J,TS1500_75_J,1553,38.1,38.1,38.1,38.1,320,11,11,11,11,0,0,0,0,0,0,0,0,1,2,3,1,99,98,97,99,2.5,3,4,2.5,0,0,0,0,12,16.85770833,,,,,FOM,,,
1,M01T07,Terrestre,125,J,TS1500_125_J,1553,30.9,30.9,30.9,30.9,320,23.5,23.5,23.5,23.5,0,0,0,0,0,0,0,0,2,0,3,5,98,100,97,95,5,8,5.2,5,0,0,0,0,8,10.548125,,,,,FOM,,,
1,M01T07,Terrestre,175,J,TS1500_175_J,1553,18.9,18.9,18.9,18.9,320,19.5,19.5,19.5,19.5,0,0,0,0,0,0,0,0,10,3,5,5,90,97,95,95,3.2,5,3,4,0,0,0,0,11,12.97854167,,,Myrceugenia glaucescens,,FOM,,,
1,M01T07,Terrestre,225,J,TS1500_225_J,1553,30.1,30.1,30.1,30.1,320,25,25,25,25,0,20,0,0,0,0,0,0,10,10,2,5,90,70,98,95,8,6,6.3,5,0,0,0,0,8,9.7503125,,,,,FOM,,,
1,M01T07,Terrestre,25,M,TS1500_25_M,1553,36,36,36,36,320,23,23,23,23,0,0,0,0,9,5,0,10,8,3,3,5,83,92,97,85,4.5,5,4,4,8,0,0,10,14,14.91083333,,,,,FOM,,,
1,M01T07,Terrestre,75,M,TS1500_75_M,1553,25.9,25.9,25.9,25.9,320,10,10,10,10,0,0,0,3,0,0,0,0,10,15,5,3,90,85,95,94,2,1.5,1.5,3,0,0,3,3,9.5,16.689375,,,Myrceugenia glaucescens,,FOM,,,
1,M01T07,Terrestre,125,M,TS1500_125_M,1553,32.9,32.9,32.9,32.9,320,19,19,19,19,0,0,0,0,0,0,0,0,3,5,10,8,97,95,90,92,4,1,2,7,0,0,0,3,7,12.024375,,,Myrceugenia glaucescens,,FOM,,,
1,M01T07,Terrestre,175,M,TS1500_175_M,1553,20.7,20.7,20.7,20.7,320,30,30,30,30,0,0,0,0,0,0,0,0,3,5,2,2,97,95,98,98,3.5,4.1,4,3.5,2,0,0,0,12,14.59,,,Cará,,FOM,,,
1,M01T07,Terrestre,225,M,TS1500_225_M,1553,30.4,30.4,30.4,30.4,320,16.3,16.3,16.3,16.3,0,0,0,0,0,0,0,0,1,5,2,1,99,95,98,99,5,3.5,4.2,4,6,3,10,13,12,6.725,,Sim,,,FOM,,,
1,M01T08,Terrestre,25,J,TS2500_25_J,1625,14,12,9.5,5,340,51,51,20,40,0,0,0,0,0,0,0,0,5,0,10,5,95,100,90,95,2.2,2.6,3.3,3.7,90,90,80,85,14,10.06177083,,,Drimys angustifolia,,FOM,corte seletivo (25 j),,11/1/2020
1,M01T08,Terrestre,75,J,TS2500_75_J,1625,7,12,14,5,320,10,6,8,12,35,0,0,0,0,0,0,0,35,20,12,20,30,80,88,80,2.1,2.6,4,2.4,2,2,3,0,12,27.02927083,,,Drimys angustifolia,,FOM,,,11/1/2020
1,M01T08,Terrestre,125,J,TS2500_125_J,1625,19,22.5,18,27,330,51,51,51,51,0,0,0,0,0,0,0,5,10,10,5,3,90,90,95,92,3.6,3.3,2.8,1.8,3,0,8,0,15,9.1425,,,,,FOM,,,11/1/2020
1,M01T08,Terrestre,175,J,TS2500_175_J,1625,18,80,20,10,320,35,25,40,15,0,0,0,0,0,0,0,0,3,5,0,0,97,95,100,100,2,2.5,4,3,75,95,100,100,16,23.065625,,,Drimys angustifolia,,FOM,,,11/1/2020
1,M01T08,Terrestre,225,J,TS2500_225_J,1625,3,14,5,10,352,51,28,30,35,0,5,50,0,0,0,0,0,12,20,5,3,88,75,45,97,2.5,3.1,3.5,3.2,35,46,30,25,16,9.468541667,,,Drimys angustifolia,,FOM,,,11/1/2020
1,M01T08,Terrestre,25,M,TS2500_25_M,1625,3.5,17,21,13,318,19,22,25,51,0,0,0,0,0,0,0,0,5,2,2,1,95,98,98,99,5,6,5,4,10,0,0,3,15,19.77770833,,,Drimys angustifolia,,FOM,,,11/1/2020
1,M01T08,Terrestre,75,M,TS2500_75_M,1625,4.5,4.5,4.5,4.5,315,29,51,40,40,0,0,0,0,0,0,0,0,0,1,5,0,100,99,95,100,6,3.3,4.5,4.5,100,99,95,100,16,13.29833333,,,,,FOM,,,11/1/2020
1,M01T08,Terrestre,125,M,TS2500_125_M,1625,23,25,12,7,320,25,25,51,30,0,0,0,0,0,0,0,0,15,15,15,15,85,85,85,85,4.2,5.1,4.4,5,0,0,0,0,12,11.68427083,,,Drimys angustifolia,,FOM,,,11/1/2020
1,M01T08,Terrestre,175,M,TS2500_175_M,1625,3,10,16,15.5,50,15,35,20,10,0,0,0,0,0,0,0,0,5,5,15,18,95,95,85,82,1.5,4,2.5,5.2,95,80,50,35,15,15.50375,,,Drimys angustifolia,,FOM,,,11/1/2020
1,M01T08,Terrestre,225,M,TS2500_225_M,1625,16,7,15,4.5,315,40,51,35,51,0,0,0,0,0,0,0,0,6,6,3,2,94,94,97,98,2,2,3,1.1,3,2,0,0,8,7.392916667,,,Drimys angustifolia,,FOM,,,11/1/2020
1,M01T09,Terrestre,25,J,TS3500_25_J,1640,5,16,3,10,305,20,15,10,10,0,0,0,0,0,0,0,0,5,5,5,5,95,95,95,95,4,6,4,5.5,0,0,0,0,5,40.96416667,,,Myrceugenia glauscecens,,FOM-CAMPO,,,
1,M01T09,Terrestre,75,J,TS3500_75_J,1640,16,10,16,10,295,15,10,9,8,0,0,0,0,0,0,0,0,0,5,4,8,100,95,96,92,4,4.5,2,5,0,0,0,0,4.5,21.05125,,,Myrceugenia glauscecens e Baccharis,,FOM-CAMPO,,,
1,M01T09,Terrestre,125,J,TS3500_125_J,1640,6,7,6,0,335,51,51,51,51,0,0,0,0,0,0,0,0,80,90,50,60,20,10,50,40,2,3.5,2,4,0,0,0,0,6,33.87083333,,,Myrceugenia glauscecens,,FOM-CAMPO,,,
1,M01T09,Terrestre,175,J,TS3500_175_J,1640,18,8,7,6.5,40,51,51,51,51,0,0,0,0,91,92,60,57,6,0,10,3,3,8,30,40,0.5,0.5,0.5,0.5,0,0,0,0,5,78.15427083,,,Campo/Baccharis,Sim,FOM-CAMPO,,baccharis queimado,
1,M01T09,Terrestre,225,J,TS3500_225_J,1640,0,4,9,5,80,32,30,35,33,0,0,0,0,87,90,92,92,13,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,2.5,100,,,Campo/Baccharis,Sim,FOM-CAMPO,,baccharis queimado,
1,M01T09,Terrestre,25,M,TS3500_25_M,1640,6,11,6,13,315,15,8,12,11,0,0,0,0,0,0,0,0,50,40,15,15,50,60,85,85,2,2,3,3,0,0,0,0,8,29.38947917,,,,,FOM-CAMPO,20-30 fogo dist 10 a 20 m,,
1,M01T09,Terrestre,75,M,TS3500_75_M,1640,15,7,7,1,285,51,51,51,51,0,0,0,0,0,0,0,0,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,9,49.775,,,Myrceugenia glauscecens,,FOM-CAMPO,,,
1,M01T09,Terrestre,125,M,TS3500_125_M,1640,2.5,2.5,2.5,2.5,340,4,6,10,7,0,0,0,0,5,95,40,20,10,5,30,15,85,0,30,65,0.5,0,1.5,1,0,0,0,0,7,15.1515625,,,Myrceugenia glauscecens,,FOM-CAMPO,120-130m - javali,javali,
